area_code,area_name,district,dong,lat,lon,area_size
3111007,석촌고분역 4번,송파구,삼전동,37.499943567584296,127.09387561308928,163064
3111008,석촌고분역 3번,송파구,석촌동,37.499983319485025,127.1003217674192,104883
3110878,미림여고,관악구,삼성동,37.46495754205565,126.93275440086107,45308
3110879,신림현대아파트,관악구,삼성동,37.47402210757342,126.93345849830335,51568
3110936,더케이호텔(양재리본타워2단지아파트),서초구,양재2동,37.46580943362619,127.03499659545136,43233
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),서초구,양재1동,37.47827900553919,127.03635909218839,40444
3110938,바우뫼공원,서초구,양재1동,37.47516151613607,127.03634627667476,38156
3111043,마천공원,송파구,마천2동,37.500756183807006,127.14553646050463,67894
3111044,남천초등학교,송파구,마천2동,37.49924726592884,127.14893749244365,129883
3110885,영락고등학교,관악구,서림동,37.47534972675296,126.93927952242284,138911
3110886,관악해태어린이공원,관악구,서림동,37.47201632617376,126.93993789413283,78673
3110887,서울산업정보학교(서울삼성초등학교),관악구,대학동,37.46953941483395,126.94166944457962,56397
3110948,헌인가구단지,서초구,내곡동,37.45926623255897,127.08973311889417,198674
3111009,송파책박물관,송파구,석촌동,37.49881121238398,127.10125882793189,34040
3111010,석촌역 7번,송파구,석촌동,37.5054062634517,127.10161833772673,200178
3111011,잠실나루역,송파구,잠실4동,37.52106332251792,127.10435448058153,25839
3111012,석촌역 6번,송파구,석촌동,37.50219517719213,127.10561747375874,120754
3111013,송파나루역 1번(송리단길),송파구,송파1동,37.509382852628754,127.10820636509024,191523
3111045,개미어린이공원,송파구,거여2동,37.491516567954285,127.14898998707609,42008
3111046,마천역(마천초등학교),송파구,마천1동,37.495999240540726,127.15239139655954,209850
3111047,마천1치안센터,송파구,마천1동,37.49657030635305,127.15665583665135,131215
3110826,장승배기역 4번,동작구,상도2동,37.50344061329934,126.93454072724737,115676
3110827,NH농협은행 상도동지점,동작구,상도4동,37.501278407082296,126.93491581693598,68956
3110828,노량진역 6번,동작구,노량진2동,37.511009954205484,126.93618546819476,236972
3110852,이수역 9번,동작구,사당1동,37.48338256793148,126.97970490974784,44183
3110853,KT구로지사,관악구,조원동,37.4809201509186,126.90223628689705,80033
3110854,조원동주민센터,관악구,조원동,37.482411223638444,126.90771790286111,47109
3110855,신대방역 2번,관악구,조원동,37.484405896181045,126.9122380925766,155155
3110949,한남IC,강남구,신사동,37.520900625032915,127.01924190902562,62126
3110950,논현역 7번,강남구,논현1동,37.51363768176311,127.02392280625415,46164
3110951,신사은행나무공원,강남구,신사동,37.52074631111302,127.02530515090473,29000
3110952,논현목련공원,강남구,논현1동,37.511321565909846,127.02643303571321,21629
3110953,학동근린공원,강남구,논현1동,37.51592553184007,127.02715858682251,92947
3110954,국기원,강남구,역삼1동,37.50244615837312,127.02861260731483,39799
3110955,논현초등학교,강남구,논현1동,37.508996262830124,127.02944076055603,190913
3110956,언주역 8번,강남구,역삼1동,37.504616916864755,127.03123727641653,71587
3111048,천호역 1번(천호문구완구거리),강동구,천호2동,37.54091418243181,127.12132089509707,69265
3111049,천호지구대(천호동자전거거리),강동구,천호2동,37.54358791690794,127.12347517955997,110424
3110863,난우초등학교,관악구,미성동,37.4762560085099,126.91814903209799,109345
3111021,방이역 4번,송파구,방이1동,37.51121564107836,127.12279974688528,324278
3111022,석촌중학교(방이육교),송파구,가락본동,37.502906487064415,127.12460694915103,80535
3111023,문정역 1번,송파구,문정1동,37.48787024777591,127.1231233502374,61838
3110904,이수역 5번,서초구,방배2동,37.4852574343676,126.984826355552,47127
3110905,방배노인종합복지관(이수중학교),서초구,방배2동,37.481815733304714,126.98605942962958,76869
3110906,서문여고,서초구,방배4동,37.49013206848861,126.98630664868188,37319
3110907,방배초등학교,서초구,방배4동,37.48702347050339,126.98530089260097,103888
3110908,구반포역,서초구,반포본동,37.50209749402901,126.98680207203515,28724
3111033,문정동성당,송파구,장지동,37.48777812664093,127.13328829277718,23375
3111034,오동나무공원(송파레미니스1단지),송파구,오금동,37.50662576054443,127.13453196048948,139482
3110864,신림우방아파트,관악구,신사동,37.48718612163994,126.91942610947666,106563
3110865,남강고등학교(남강중학교),관악구,난곡동,37.473536847262565,126.92092171529349,181632
3110916,내방역 4번,서초구,방배1동,37.48524914404242,126.9922435775226,103116
3110939,양재역 8번(양재동우체국),서초구,양재1동,37.482044176111465,127.03961711792392,218114
3110940,양재근린공원(양재2동주민센터),서초구,양재2동,37.47191648467483,127.0406291976269,32454
3110941,언남고등학교,서초구,양재2동,37.473790159444405,127.04185115304308,23167
3111024,경찰병원역 4번(건너말공원),송파구,가락본동,37.49264522302983,127.12347042338958,34910
3110997,대청초등학교,강남구,일원1동,37.49154418873969,127.08459279952699,236964
3110998,은곡마을(은곡마을공원),강남구,세곡동,37.46667503304304,127.09794863113454,116896
3110999,윗방죽마을공원,강남구,세곡동,37.47158947606482,127.10388999835395,239797
3111000,대왕초등학교(세곡동사거리서남측),강남구,세곡동,37.46355871743175,127.10697603547517,52892
3111001,아래방죽마을공원(율현초등학교),강남구,세곡동,37.47110766115253,127.10864856928458,159591
3110837,숭실대입구역 1번,동작구,상도1동,37.49497111222602,126.95345543447249,148274
3110838,상도1동주민센터앞,동작구,상도1동,37.49734087900624,126.95375929484123,13134
3110839,숭실대입구역 4번,동작구,상도1동,37.494494891316954,126.95691601812626,68786
3110888,청룡동주민센터,관악구,청룡동,37.47905502019646,126.94360664715312,38688
3110917,서초소방서,서초구,반포4동,37.49740376539021,126.99272858909924,48294
3110918,방배역 3번,서초구,방배1동,37.48208668385184,126.99357804332585,62846
3110919,내방역 8번,서초구,방배4동,37.490646327770875,126.99493421679534,88173
3110920,방배역 2번(백석예술대학교),서초구,방배3동,37.48047399158445,126.99621248371437,15874
3110874,원신초등학교(구세군관악영문교회),관악구,삼성동,37.46809189016672,126.9307281502625,110847
3110875,보라매동주민센터(당곡고등학교),관악구,보라매동,37.488915068375626,126.93220148830412,62226
3110876,서원동주민센터(신관중학교),관악구,서원동,37.479382566439355,126.9324927479113,59122
3111089,상일여고(상일초등학교),강동구,상일동,37.54811423179494,127.17135024456684,126943
3111090,강일동주민센터,강동구,강일동,37.565085473474284,127.17376605352426,29486
3111061,암사역 1번,강동구,암사1동,37.55185075538313,127.13119554025,175331
3111062,둔촌동역 3번(성내3동주민센터),강동구,성내3동,37.5243968073635,127.13163389250455,106811
3110889,봉천역 6번,관악구,은천동,37.48434470072742,126.94521951542806,42797
3110890,봉천역 1번(관악초등학교),관악구,청룡동,37.48009212372077,126.94561832862236,53715
3110891,구암초등학교,관악구,성현동,37.488373527251575,126.94814514042771,40509
3110957,언북중학교,강남구,논현2동,37.517690383667826,127.03163863224623,94815
3110958,역삼역 4번,강남구,역삼1동,37.5030758153511,127.032650312549,73119
3110959,신구중학교,강남구,압구정동,37.5254207967679,127.03234329010427,35960
3110960,은광여고,강남구,도곡1동,37.487460921214144,127.03422650536992,25543
3111014,송파나루역 2번,송파구,방이2동,37.5125425779649,127.11121961236134,72714
3111015,석촌역 3번,송파구,송파1동,37.50603667404324,127.11191117169507,226584
3111016,송파역 2번,송파구,송파2동,37.500681404240055,127.11534113261456,99527
3111038,보인중학교,송파구,오금동,37.49972782218089,127.13906576695737,83602
3111039,벌말어린이공원,송파구,오금동,37.50217000650291,127.13867447153532,63272
3110843,사당5동주민센터,동작구,사당5동,37.486317032647825,126.96715345813965,42412
3110844,흑석2치안센터,동작구,흑석동,37.505562885150574,126.96843434521958,25007
3111063,강동구립 천호도서관,강동구,천호3동,37.54009151114284,127.13228380422073,150522
3111064,둔촌동역 4번,강동구,성내3동,37.52761260530839,127.13232964353003,51128
3111065,천일초등학교,강동구,천호3동,37.54145908808072,127.13400613278739,62233
3110961,언주역 3번,강남구,논현2동,37.51091410642729,127.03424852226986,63031
3110962,도산공원북측,강남구,압구정동,37.525825459509036,127.03510380239632,10044
3110963,역삼월드메르디앙아파트,강남구,역삼1동,37.4925056925723,127.03711230427788,40391
3110964,싸리고개근린공원,강남구,도곡1동,37.49020795593002,127.03764261924843,21894
