"area","area_code","category","flow_score","traffic_score","consumer_score","dead_time","dead_gap","dead_gap_count","dead_gap_score","original_dead_time","original_dead_gap","original_dead_gap_count","original_dead_gap_score","active_time_count","inactive_time","incomplete_time","analysis_available","analysis_status","twin_code","twin_name","similarity","twin_conversion","twin_performance_gain","twin_status","similarity_definition","adjusted_dead_time","adjusted_dead_gap_count","adjusted_dead_gap_score"
"구산보건지소","3110456","호프-간이주점",76.75350701402806,76.11650485436893,76.75350701402806,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,11~14","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산보건지소","3110456","커피-음료",8.532934131736528,80.78602620087337,8.532934131736528,"17~21",96.84684684684684,4195.680586870197,96.84684684684684,"17~21",96.84684684684684,4195.680586870197,96.84684684684684,5,"","",TRUE,"분석 가능","3110450","시립서북병원",89.0437874251497,69.61077844311377,61.07784431137725,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","17~21",4195.680586870197,96.84684684684684
"구산보건지소","3110456","편의점",53.470437017994854,70.25,53.470437017994854,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"예일여고","3110457","한식음식점",86.54060066740823,50.22026431718062,86.54060066740823,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"예일여고","3110457","커피-음료",97.90419161676647,43.95924308588064,97.90419161676647,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"예일여고","3110457","편의점",69.9228791773779,27,69.9228791773779,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110172","광진초등학교",88.11053984575835,75.06426735218508,5.14138817480719,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"선일여고","3110458","한식음식점",55.39488320355951,53.414096916299556,55.39488320355951,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110251","장안중학교",87.81979977753059,74.52725250278087,19.13236929922136,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"선일여고","3110458","분식전문점",60.46511627906976,37.163814180929094,60.46511627906976,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"선일여고","3110458","커피-음료",87.57485029940119,47.88937409024746,87.57485029940119,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"선일여고","3110458","편의점",13.881748071979436,31.25,13.881748071979436,"11~14",90.23136246786633,28413.728032399198,90.23136246786633,"11~14",90.23136246786633,28413.728032399198,90.23136246786633,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","11~14",28413.728032399198,90.23136246786633
"응암역 2번","3110459","한식음식점",34.81646273637375,72.57709251101322,34.81646273637375,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110175","푸른동산공원",91.51140155728588,37.81979977753059,3.00333704115684,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 2번","3110459","분식전문점",76.48578811369508,57.21271393643031,76.48578811369508,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 4번","3110460","한식음식점",47.4972191323693,83.92070484581498,47.4972191323693,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3111006","석촌고분역 1번",90.7397107897664,70.18909899888766,22.691879866518356,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 4번","3110460","분식전문점",74.93540051679587,72.37163814180929,74.93540051679587,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,4,"00~06,21~24","",TRUE,"분석 가능","3110204","간데메공원",88.48514211886305,86.04651162790698,11.111111111111114,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 4번","3110460","호프-간이주점",94.18837675350701,76.31067961165049,94.18837675350701,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,2,"06~11,11~14,14~17","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 4번","3110460","커피-음료",14.221556886227546,80.9315866084425,14.221556886227546,"21~24",97.17813051146385,556.9017406669034,97.17813051146385,"21~24",97.17813051146385,556.9017406669034,97.17813051146385,5,"00~06","",TRUE,"분석 가능","3110204","간데메공원",90.4752994011976,82.63473053892216,68.41317365269461,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","21~24",556.9017406669034,97.17813051146385
"구산역 4번","3110460","편의점",79.94858611825192,70.5,79.94858611825192,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"새절역 2번","3110461","한식음식점",83.42602892102336,13.54625550660793,83.42602892102336,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"새절역 2번","3110461","커피-음료",NA,9.024745269286754,NA,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"갈현건영아파트","3110462","한식음식점",3.225806451612903,58.590308370044056,3.225806451612903,"06~11",97.48571428571428,116.68733664876315,97.48571428571428,"06~11",97.48571428571428,116.68733664876315,97.48571428571428,5,"","",TRUE,"분석 가능","3110864","신림우방아파트",89.48832035595106,39.59955506117909,36.373748609566185,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","06~11",116.68733664876315,97.48571428571428
"갈현건영아파트","3110462","커피-음료",50.59880239520959,53.42066957787481,50.59880239520959,"17~21",90.39039039039038,400.3465084120623,90.39039039039038,"17~21",90.39039039039038,400.3465084120623,90.39039039039038,4,"00~06,21~24","",TRUE,"분석 가능","3110827","NH농협은행 상도동지점",87.69648203592814,79.49101796407186,28.89221556886227,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","17~21",400.3465084120623,90.39039039039038
"응암3동주민센터","3110463","한식음식점",94.6607341490545,46.25550660792951,94.6607341490545,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암3동주민센터","3110463","호프-간이주점",35.47094188376754,30.097087378640776,35.47094188376754,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110812","신길6동주민센터",89.59168336673346,91.38276553106212,55.91182364729458,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암3동주민센터","3110463","커피-음료",71.10778443113772,39.15574963609898,71.10778443113772,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110273","장스여성병원",86.16205089820359,84.58083832335329,13.473053892215574,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 5번","3110464","한식음식점",67.07452725250278,41.85022026431718,67.07452725250278,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110743","시흥초등학교(시흥1동우체국)",88.09788654060067,88.09788654060067,21.023359288097893,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 5번","3110464","호프-간이주점",1.2024048096192386,25.436893203883493,1.2024048096192386,"뚜렷한 DEAD TIME 없음",0,0,0,"14~17",97.82135076252723,222.74220072752604,97.82135076252723,4,"06~11","",TRUE,"분석 가능","3110863","난우초등학교",86.99899799599197,43.48697394789579,42.28456913827655,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 5번","3110464","커피-음료",35.47904191616767,34.206695778748184,35.47904191616767,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","3110598","신월문화체육센터",89.79229041916167,65.41916167664671,29.940119760479043,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 7번","3110465","한식음식점",11.012235817575084,65.41850220264317,11.012235817575084,"06~11",96.11428571428571,1300.502605598136,96.11428571428571,"06~11",96.11428571428571,1300.502605598136,96.11428571428571,5,"","",TRUE,"분석 가능","3110331","돌곶이역 8번",87.02030033370411,82.64738598442715,71.63515016685206,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","06~11",1300.502605598136,96.11428571428571
"연신내역 7번","3110465","분식전문점",85.27131782945736,49.63325183374083,85.27131782945736,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 7번","3110465","호프-간이주점",5.811623246492986,51.45631067961165,5.811623246492986,"14~17",99.78213507625271,542.9721623236171,99.78213507625271,"14~17",99.78213507625271,542.9721623236171,99.78213507625271,3,"06~11,11~14","",TRUE,"분석 가능","3110425","계상초등학교",86.82364729458918,11.022044088176353,5.210420841683367,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","14~17",542.9721623236171,99.78213507625271
"연신내역 7번","3110465","커피-음료",76.79640718562875,60.698689956331876,76.79640718562875,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 7번","3110465","편의점",NA,44.25,NA,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 2번","3110466","한식음식점",21.134593993325918,52.42290748898678,21.134593993325918,"17~21",91.99110122358177,5246.512892929132,91.99110122358177,"17~21",91.99110122358177,5246.512892929132,91.99110122358177,5,"","",TRUE,"분석 가능","3110161","중곡역 3번",91.03865406006675,42.269187986651836,21.134593993325918,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","17~21",5246.512892929132,91.99110122358177
"구산역 2번","3110466","호프-간이주점",48.09619238476954,36.699029126213595,48.09619238476954,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,11~14","",TRUE,"분석 가능","3110365","미아역 5번",89.72945891783567,65.13026052104209,17.034068136272552,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"구산역 2번","3110466","편의점",57.0694087403599,29.5,57.0694087403599,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110325","장곡초등학교",89.76542416452442,74.80719794344472,17.737789203084823,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"은평요양병원","3110467","한식음식점",64.73859844271412,22.136563876651984,64.73859844271412,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110640","방화역 1번",86.22775305895439,80.7563959955506,16.017797552836484,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"은평요양병원","3110467","분식전문점",33.59173126614987,10.513447432762836,33.59173126614987,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","3110726","금천철쭉어린이공원(금하마을)",86.98320413436693,92.50645994832041,58.91472868217054,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"은평요양병원","3110467","호프-간이주점",16.03206412825651,9.320388349514563,16.03206412825651,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110664","강서구청옆",90.29308617234469,72.54509018036072,56.51302605210421,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"은평요양병원","3110467","커피-음료",7.784431137724551,16.593886462882097,7.784431137724551,"17~21",93.09309309309309,2619.280689882165,93.09309309309309,"17~21",93.09309309309309,2619.280689882165,93.09309309309309,5,"00~06","",TRUE,"분석 가능","3110173","구남초등학교",89.0250748502994,71.25748502994011,63.47305389221556,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","17~21",2619.280689882165,93.09309309309309
"은평요양병원","3110467","편의점",46.52956298200514,7.5,46.52956298200514,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3111088","고덕동성당",90.82583547557842,78.40616966580977,31.87660668380463,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 3번","3110468","한식음식점",33.815350389321466,94.7136563876652,33.815350389321466,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3111061","암사역 1번",92.03976640711902,60.734149054505004,26.918798665183537,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 3번","3110468","분식전문점",41.86046511627907,89.73105134474328,41.86046511627907,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","3110654","까치산역 4번",91.1498708010336,46.770025839793284,4.909560723514211,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 3번","3110468","호프-간이주점",63.126252505010015,91.6504854368932,63.126252505010015,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110646","푸른들청소년도서관",93.54959919839679,85.77154308617234,22.645290581162328,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 3번","3110468","커피-음료",15.269461077844312,93.30422125181951,15.269461077844312,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110846","남성역 1번",93.28218562874252,70.20958083832335,54.940119760479035,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암역 3번","3110468","편의점",45.24421593830334,89.75,45.24421593830334,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110654","까치산역 4번",89.8296915167095,75.32133676092545,30.077120822622106,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암정보도서관","3110469","한식음식점",39.265850945494996,80.2863436123348,39.265850945494996,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110255","상봉역 4번",90.03754171301446,46.82981090100111,7.563959955506114,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암정보도서관","3110469","분식전문점",67.95865633074936,65.52567237163814,67.95865633074936,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110630","공항시장역 1번",87.32235142118863,90.95607235142118,22.99741602067182,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암정보도서관","3110469","호프-간이주점",27.655310621242485,71.06796116504854,27.655310621242485,"17~21",93.77510040160642,565.1574741719982,93.77510040160642,"17~21",93.77510040160642,565.1574741719982,93.77510040160642,5,"","",TRUE,"분석 가능","3111015","석촌역 3번",87.02404809619239,58.31663326653307,30.661322645290582,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","17~21",565.1574741719982,93.77510040160642
"응암정보도서관","3110469","커피-음료",11.22754491017964,76.56477438136827,11.22754491017964,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","3111072","굽은다리역 1번(십자성마을)",89.2309131736527,57.63473053892215,46.40718562874251,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암정보도서관","3110469","편의점",69.40874035989717,65,69.40874035989717,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110656","까치산역 3번",85.6362467866324,78.66323907455013,9.254498714652968,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"신진과학기술고등학교","3110470","한식음식점",88.76529477196885,47.46696035242291,88.76529477196885,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110245","KB국민은행 중화동지점",86.17908787541712,97.21913236929922,8.453837597330363,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"신진과학기술고등학교","3110470","커피-음료",3.74251497005988,40.756914119359536,3.74251497005988,"21~24",92.41622574955908,235.99798723202514,92.41622574955908,"21~24",92.41622574955908,235.99798723202514,92.41622574955908,5,"","",TRUE,"분석 가능","3110831","상도4동주민센터",87.89296407185628,80.688622754491007,76.94610778443112,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","21~24",235.99798723202514,92.41622574955908
"응암동우체국","3110471","한식음식점",45.272525027808676,76.54185022026432,45.272525027808676,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110167","용마초등학교",91.059510567297,47.38598442714127,2.1134593993325907,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"응암동우체국","3110471","호프-간이주점",10.62124248496994,65.63106796116504,10.62124248496994,"14~17",93.68191721132898,125.43154285787844,93.68191721132898,"14~17",93.68191721132898,125.43154285787844,93.68191721132898,3,"06~11,11~14","",TRUE,"분석 가능","3110348","강북문화예술회관",90.01753507014027,59.719438877755515,49.098196392785574,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","14~17",125.43154285787844,93.68191721132898
"연신내역 4번","3110472","한식음식점",50.94549499443827,85.79295154185021,50.94549499443827,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","3110714","구로4동주민센터",89.59955506117909,53.61512791991101,2.6696329254727402,"적합한 비교 상권 있음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
"연신내역 4번","3110472","분식전문점",NA,75.55012224938875,NA,"뚜렷한 DEAD TIME 없음",0,0,0,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,NA,NA,"적합한 비교 상권 없음","100 × (1 - 16개 구조특성의 평균 절대 백분위 차이); 유사도 85 이상이며 FLOW SCORE가 더 높은 상권만 선정","뚜렷한 DEAD TIME 없음",0,0
